,count,cat,subcat,subsubcat,combined_cats,combined_cats_lower,processed_comps,sentiment_scores,neg,neu,pos,compound
1114,1,Department of Health and Mental Hygiene,Calorie Labeling,Failure to Post Calorie Information,Department of Health and Mental Hygiene Calorie Labeling Failure to Post Calorie Information,department of health and mental hygiene calorie labeling failure to post calorie information,department health mental hygiene calorie labeling failure post calorie information,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",0.268,0.732,0.0,-0.5106
1115,1,Department of Transportation,Bridge Condition,Rough Pavement,Department of Transportation Bridge Condition Rough Pavement,department of transportation bridge condition rough pavement,department transit transportation bridge condition rough pavement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1116,1,School - The Urban Assembly Maker Academy,School Maintenance,Other School Condition,School - The Urban Assembly Maker Academy School Maintenance Other School Condition,school - the urban assembly maker academy school maintenance other school condition,school urban assembly maker academy school maintenance school condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1117,1,Department of Parks and Recreation,DPR Internal,Lost/Missing Person,Department of Parks and Recreation DPR Internal Lost/Missing Person,department of parks and recreation dpr internal lost/missing person,department parks parks recreation parks recreation dpr internal lost missing person,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.333,0.667,0.0,-0.5423
1118,1,Office of the Sheriff,DOF Parking - Payment Issue,Marshal - Not Reflected,Office of the Sheriff DOF Parking - Payment Issue Marshal - Not Reflected,office of the sheriff dof parking - payment issue marshal - not reflected,office sheriff dof parking vehicles payment issue marshal reflected,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1119,1,School - Brooklyn Democracy Academy,School Maintenance,Snow/Ice,School - Brooklyn Democracy Academy School Maintenance Snow/Ice,school - brooklyn democracy academy school maintenance snow/ice,school brooklyn democracy academy school maintenance snow ice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1120,1,School - PS 333 Manhattan School for Children,School Maintenance,Heating Problem,School - PS 333 Manhattan School for Children School Maintenance Heating Problem,school - ps 333 manhattan school for children school maintenance heating problem,school ps manhattan school children school maintenance heating problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1121,1,School - The Brooklyn Latin School,School Maintenance,Heating Problem,School - The Brooklyn Latin School School Maintenance Heating Problem,school - the brooklyn latin school school maintenance heating problem,school brooklyn latin school school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1122,1,School - Bronx River High School,School Maintenance,Plumbing Problem,School - Bronx River High School School Maintenance Plumbing Problem,school - bronx river high school school maintenance plumbing problem,school bronx river high school school maintenance plumbing problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1123,1,School - Amber Charter School,School Maintenance,Heating Problem,School - Amber Charter School School Maintenance Heating Problem,school - amber charter school school maintenance heating problem,school amber charter school school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1124,1,Department of Parks and Recreation,Violation of Park Rules,Unauthorized Film Shoot,Department of Parks and Recreation Violation of Park Rules Unauthorized Film Shoot,department of parks and recreation violation of park rules unauthorized film shoot,department parks parks recreation parks recreation violation recreation parks rules unauthorized film shoot,"{'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.6808}",0.337,0.663,0.0,-0.6808
1125,1,Office of the Taxpayer Advocate,Taxpayer Advocate Inquiry,Co-op or Condo Abatement,Office of the Taxpayer Advocate Taxpayer Advocate Inquiry Co-op or Condo Abatement,office of the taxpayer advocate taxpayer advocate inquiry co-op or condo abatement,office taxpayer advocate taxpayer advocate inquiry coop condo abatement,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1126,1,Office of the Taxpayer Advocate,Taxpayer Advocate Inquiry,Property Value,Office of the Taxpayer Advocate Taxpayer Advocate Inquiry Property Value,office of the taxpayer advocate taxpayer advocate inquiry property value,office taxpayer advocate taxpayer advocate inquiry property building value,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.0,0.769,0.231,0.34
1127,1,Department of Health and Mental Hygiene,Beach/Pool/Sauna Complaint,Safety Equipment/Signs,Department of Health and Mental Hygiene Beach/Pool/Sauna Complaint Safety Equipment/Signs,department of health and mental hygiene beach/pool/sauna complaint safety equipment/signs,department health mental hygiene beach pool sauna complaint safety equipment signs,"{'neg': 0.157, 'neu': 0.643, 'pos': 0.2, 'compound': 0.1531}",0.157,0.643,0.2,0.1531
1128,1,Department of Consumer Affairs,DCA / DOH New License Application Request,Stoop Line Stand License,Department of Consumer Affairs DCA / DOH New License Application Request Stoop Line Stand License,department of consumer affairs dca / doh new license application request stoop line stand license,department constructionumer affairs dca doh new license application request stoop line stand license,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1129,1,School - PS 47 John Randolph,School Maintenance,Air Conditioning Problem,School - PS 47 John Randolph School Maintenance Air Conditioning Problem,school - ps 47 john randolph school maintenance air conditioning problem,school ps john randolph school maintenance air conditioning problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1130,1,Department of Consumer Affairs,Consumer Complaint,High Pressure Sales,Department of Consumer Affairs Consumer Complaint High Pressure Sales,department of consumer affairs consumer complaint high pressure sales,department constructionumer affairs constructionumer complaint high pressure sales,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.5267}",0.423,0.577,0.0,-0.5267
1131,1,Department of Consumer Affairs,DCA / DOH New License Application Request,Animal Grooming License,Department of Consumer Affairs DCA / DOH New License Application Request Animal Grooming License,department of consumer affairs dca / doh new license application request animal grooming license,department constructionumer affairs dca doh new license application request animal grooming license,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1132,1,School - Explore Exceed Charter School,School Maintenance,Unclean Condition,School - Explore Exceed Charter School School Maintenance Unclean Condition,school - explore exceed charter school school maintenance unclean condition,school explore exceed charter school school maintenance unclean condition,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1133,1,School - PS 219 Kennedy-King,School Maintenance,Broken Water Fountain,School - PS 219 Kennedy-King School Maintenance Broken Water Fountain,school - ps 219 kennedy-king school maintenance broken water fountain,school ps kennedyking school maintenance broken water fountain,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",0.307,0.693,0.0,-0.4767
1134,1,Department of Sanitation,Overflowing Recycling Baskets,6R Overflowing Recycling Baskets,Department of Sanitation Overflowing Recycling Baskets 6R Overflowing Recycling Baskets,department of sanitation overflowing recycling baskets 6r overflowing recycling baskets,department sanitation waste overflowing recycling baskets r overflowing recycling baskets,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",0.259,0.741,0.0,-0.4215
1135,1,Department of Consumer Affairs,Consumer Complaint,Retail Store,Department of Consumer Affairs Consumer Complaint Retail Store,department of consumer affairs consumer complaint retail store,department constructionumer affairs constructionumer complaint retail store,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}",0.268,0.732,0.0,-0.296
1136,1,School - The School of Science and Applied Learning,School Maintenance,Heating Problem,School - The School of Science and Applied Learning School Maintenance Heating Problem,school - the school of science and applied learning school maintenance heating problem,school school science applied learning school maintenance heating problem,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}",0.252,0.748,0.0,-0.4019
1137,1,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Dry Cleaners (AD1)","Department of Environmental Protection Air Quality Air: Odor/Fumes, Dry Cleaners (AD1)","department of environmental protection air quality air: odor/fumes, dry cleaners (ad1)","department environmental protection air quality air odor fumes, dry cleaners ad","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.0258}",0.099,0.901,0.0,-0.0258
1138,1,Department of Housing Preservation and Development,APPLIANCE,MICROWAVE,Department of Housing Preservation and Development APPLIANCE MICROWAVE,department of housing preservation and development appliance microwave,department housing preservation development appliance microwave,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1139,1,Central - Department of Education,School Maintenance,Snow/Ice,Central - Department of Education School Maintenance Snow/Ice,central - department of education school maintenance snow/ice,central department education school maintenance snow ice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1140,1,School - PS 47 John Randolph,School Maintenance,Heating Problem,School - PS 47 John Randolph School Maintenance Heating Problem,school - ps 47 john randolph school maintenance heating problem,school ps john randolph school maintenance heating problem,"{'neg': 0.278, 'neu': 0.722, 'pos': 0.0, 'compound': -0.4019}",0.278,0.722,0.0,-0.4019
1141,1,School - Unity Prep Charter School,School Maintenance,Graffiti,School - Unity Prep Charter School School Maintenance Graffiti,school - unity prep charter school school maintenance graffiti,school unity prep charter school school maintenance graffiti,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1142,1,Department of Health and Mental Hygiene,Food Establishment,Allergy Information,Department of Health and Mental Hygiene Food Establishment Allergy Information,department of health and mental hygiene food establishment allergy information,department health mental hygiene food establishment allergy information,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1143,1,School - The Williamsburg High School of Art and Technology,School Maintenance,Heating Problem,School - The Williamsburg High School of Art and Technology School Maintenance Heating Problem,school - the williamsburg high school of art and technology school maintenance heating problem,school williamsburg high school art technology school maintenance heating problem,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}",0.231,0.769,0.0,-0.4019
1144,1,Department of Consumer Affairs,Consumer Complaint,Damaged/Defective Parts,Department of Consumer Affairs Consumer Complaint Damaged/Defective Parts,department of consumer affairs consumer complaint damaged/defective parts,department constructionumer affairs constructionumer complaint damaged defective parts,"{'neg': 0.615, 'neu': 0.385, 'pos': 0.0, 'compound': -0.7906}",0.615,0.385,0.0,-0.7906
1145,1,Department of Transportation,Traffic Signal Condition,Sign,Department of Transportation Traffic Signal Condition Sign,department of transportation traffic signal condition sign,department transit transportation traffic signal condition sign,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
1146,1,Department of Environmental Protection,Sewer,Street Cave-In *Dep Internal Use Only* (SG1),Department of Environmental Protection Sewer Street Cave-In *Dep Internal Use Only* (SG1),department of environmental protection sewer street cave-in *dep internal use only* (sg1),department environmental protection sewer street cavein dep internal use sg,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
